#### EXPORT DONNEES METEO POUR "TOULOUSE (HAUTE-GARONNE)" (LAT/LON: 43.604652/1.444209)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2019-08-21,26,15,12,15,23,24,0,64,10,1024,58.125,25,13,19,116,122,122,0,1,7.9,météo correcte
2019-08-22,28,15,10,15,25,27,0,56,10,1022,6,27,12,19,116,113,113,0,1,11.6,météo idéale
2019-08-23,33,18,9,19,29,31,0,49,10,1022,1,33,15,24,116,113,113,0,1,11.6,météo idéale
2019-08-24,35,19,14,19,32,32,0,56,10,1019,1.5,34,14,24,113,116,116,0,1,11.6,météo favorable
2019-08-25,31,17,10,18,27,30,0,79,9,1019,16.75,31,17,21,116,116,116,0,1,11.6,météo favorable
2019-08-26,34,20,17,20,31,32,0,57,10,1017,18.625,34,15,24,116,116,116,0,1,10.4,météo favorable
2019-08-27,30,19,11,20,28,28,1.5,68,9.875,1017,43.5,30,17,23,116,116,116,0,1,10.4,météo favorable
2019-08-28,30,18,11,18,27,28,5.8,79,9.625,1019,36,31,18,22,116,116,116,0,1,11.6,météo favorable
2019-08-29,31,19,11,19,29,29,0,72,10,1021,10.25,32,18,24,116,116,116,0,1,11.6,météo favorable
2019-08-30,33,20,10,20,30,31,0,61,10,1021,7.5,33,16,24,116,116,116,0,1,11.6,météo favorable
2019-08-31,33,20,14,20,30,31,1.9,64,9.75,1018,16.625,33,17,25,116,116,116,0,1,11.6,météo favorable
2019-09-01,23,18,13,18,20,23,4.1,80,9.5,1019,81.875,25,15,19,353,122,116,0,1,6.6,météo défavorable
2019-09-02,25,14,21,14,22,23,0.3,58,9.875,1023,26.125,25,14,17,119,113,116,0,1,11.6,météo favorable
2019-09-03,26,14,12,14,23,26,0,48,10,1024,1.375,26,9,18,113,116,113,0,1,11.6,météo favorable
2019-09-04,28,16,18,16,25,25,0,48,10,1022,1.375,26,8,20,116,113,113,0,1,11.6,météo idéale
2019-09-05,22,15,23,15,19,20,0.8,78,8.875,1024,49.5,23,13,16,266,176,116,0,1,10.3,météo favorable
2019-09-06,22,11,18,11,20,20,0,58,10,1024,8.75,23,8,15,116,116,113,0,1,11.6,météo favorable
2019-09-07,23,10,16,11,21,21,0,50,10,1025,11.375,24,8,15,116,116,116,0,1,11.6,météo favorable
2019-09-08,23,13,19,13,21,20,0.1,74,10,1022,30.375,24,12,16,176,116,116,0,1,11.6,météo favorable
2019-09-09,22,12,10,12,21,20,0,54,10,1019,26,24,8,18,116,113,116,0,1,10.3,météo favorable
2019-09-10,17,12,12,13,17,15,8.9,73,6.5,1018,88.375,17,11,14,296,176,266,0,1,6.4,météo défavorable
2019-09-11,24,12,11,12,20,22,0.7,67,9.375,1027,34.125,25,10,13,116,116,116,0,1,11.6,météo favorable
2019-09-12,26,13,11,13,23,25,0,60,10,1030,3.25,26,9,17,116,116,116,0,1,11.6,météo favorable
2019-09-13,30,17,12,18,27,30,0,50,10,1030,7.375,30,11,22,113,113,116,0,1,11.6,météo idéale
2019-09-14,30,18,16,18,27,29,1,60,9.625,1027,39.625,30,13,21,116,176,116,0,1,9,météo favorable
2019-09-15,30,18,18,18,28,27,0.1,54,10,1025,21.75,29,12,22,116,116,116,0,1,10.3,météo favorable
2019-09-16,20,17,9,0,0,0,0.1,62,10,1021,15.125,31,14,22,116,116,116,0,1,11.6,météo favorable
2019-09-17,32,20,9,20,29,30,0.1,61,10,1019,14.125,32,15,23,116,116,116,0,1,11.6,météo favorable
2019-09-18,25,18,12,18,23,24,8.9,75,9.25,1016,64.25,26,16,20,176,176,116,0,1,9,météo correcte
2019-09-19,27,15,10,15,24,25,0,76,9,1018,21.75,27,14,19,116,116,116,0,1,11.6,météo favorable
2019-09-20,26,17,34,18,25,25,0,60,10,1019,10.375,27,15,21,116,116,116,0,1,11.6,météo favorable
2019-09-21,25,19,36,20,25,22,0.2,72,10,1015,29.5,26,17,22,116,116,116,0,1,10.2,météo favorable
2019-09-22,21,15,20,19,20,16,12.2,88,8.75,1017,62.25,21,17,16,116,263,302,0,1,6.1,météo correcte
2019-09-23,23,13,6,13,20,21,0,78,10,1020,32.375,24,13,16,116,116,116,0,1,10.2,météo favorable
2019-09-24,22,16,15,16,21,20,0,76,10,1018,64,23,15,19,116,116,116,0,1,7.4,météo correcte
2019-09-25,21,15,24,16,19,19,2.7,80,9.75,1018,69.375,23,14,17,293,353,116,0,1,10.2,météo défavorable
2019-09-26,25,17,11,17,23,23,0,69,10,1019,40.5,26,14,19,119,116,116,0,1,11.6,météo favorable
2019-09-27,25,15,12,16,23,23,0,74,10,1020,25.5,26,15,19,113,116,116,0,1,10.2,météo favorable
2019-09-28,24,17,9,17,21,23,0,71,10,1022,43.25,26,15,19,122,119,113,0,1,10.2,météo correcte
2019-09-29,29,15,18,15,27,26,0,57,10,1018,1.75,27,12,21,113,113,113,0,1,11.6,météo idéale
2019-09-30,25,17,10,17,23,22,0,70,10,1019,25.375,26,14,20,116,116,116,0,1,11.6,météo favorable
2019-10-01,25,17,24,17,25,22,0.6,67,10,1014,38.625,26,14,21,116,176,176,0,1,8.8,météo favorable
2019-10-02,21,15,26,15,19,18,1.2,79,10,1019,69.625,21,13,16,176,353,353,0,1,7.3,météo défavorable
2019-10-03,21,12,13,12,19,19,0,71,10,1020,24,23,11,15,116,116,113,0,1,11.6,météo favorable
2019-10-04,22,12,20,12,21,19,0.4,68,9,1019,67,25,13,16,116,266,353,0,1,5.9,météo défavorable
2019-10-05,20,12,13,12,18,17,0,75,10,1019,26.375,20,11,15,116,116,116,0,1,11.6,météo favorable
2019-10-06,21,13,23,14,19,19,0.2,72,10,1020,70.5,23,13,16,122,176,116,0,1,7.3,météo défavorable
2019-10-07,20,11,17,11,18,18,0.2,77,10,1021,43.5,20,10,13,353,116,116,0,1,11.6,météo favorable
2019-10-08,26,13,8,13,22,24,0,45,10,1021,22.25,26,11,16,116,116,116,0,1,11.6,météo favorable
2019-10-09,18,13,18,16,16,17,0.9,84,9,1022,72.375,18,15,14,176,266,176,0,1,7.1,météo défavorable
2019-10-10,21,11,9,11,19,19,0,78,10,1024,12.875,21,11,14,116,116,116,0,1,11.2,météo favorable
2019-10-11,24,11,28,12,23,21,0,68,10,1022,1.125,25,13,16,113,113,113,0,1,11.2,météo favorable
2019-10-12,26,17,27,18,24,24,0.5,78,9.875,1017,47.375,27,16,20,116,176,116,0,1,8.6,météo favorable
2019-10-13,24,17,35,17,24,21,0.4,73,9.875,1016,31.875,26,15,21,176,116,116,0,1,11.1,météo favorable
2019-10-14,23,18,41,18,23,21,4.7,71,9.625,1014,29.125,25,16,21,116,116,353,0,1,10.1,météo favorable
2019-10-15,17,12,30,12,16,15,18.4,71,9,1019,57.75,17,11,11,302,176,116,0,1,10.1,météo très défavorable
2019-10-16,21,11,17,11,19,19,0,59,10,1019,26,23,10,14,116,116,116,0,1,11,météo favorable
2019-10-17,18,13,12,14,16,17,0.4,74,9,1017,47.375,18,12,15,116,116,116,0,1,8.5,météo favorable
2019-10-18,18,13,9,14,16,16,0,79,10,1016,48.125,18,13,15,116,119,116,0,1,7,météo correcte
2019-10-19,22,14,14,14,20,19,0,84,9,1012,39.875,25,13,15,116,119,116,0,1,10.1,météo correcte
2019-10-20,18,13,20,14,18,15,1.1,71,9.375,1012,51.125,18,12,14,116,116,176,0,1,8.5,météo favorable
2019-10-21,17,11,10,11,16,16,0,79,10,1020,50.625,17,9,13,119,116,116,0,1,10.1,météo correcte
2019-10-22,13,11,10,12,12,13,44.2,95,7.375,1020,96,13,12,11,122,302,308,0,1,5.4,météo très défavorable
2019-10-23,19,13,10,11,16,17,50.9,92,7.625,1009,90.75,19,14,13,308,389,386,0,1,3.9,météo très défavorable
2019-10-24,16,7,15,12,16,13,33.1,85,8.125,1020,81.875,16,11,12,122,119,263,0,1,5.5,météo très défavorable
2019-10-25,20,11,9,11,17,18,0.5,84,9.75,1024,17.25,20,12,13,116,116,113,0,1,8.7,météo favorable
2019-10-26,21,11,23,11,20,18,0,74,10,1021,0.25,22,13,14,113,113,113,0,1,8.7,météo favorable
2019-10-27,20,14,19,14,20,18,0,84,10,1020,30.75,20,14,16,116,116,116,0,1,8.7,météo favorable
2019-10-28,21,14,11,15,19,19,0,82,10,1019,47.375,23,14,16,119,116,116,0,1,8.7,météo favorable
2019-10-29,21,15,6,15,19,19,0,68,9.875,1019,24.375,23,13,17,116,116,116,0,1,8.7,météo favorable
2019-10-30,21,13,6,13,19,19,0,81,10,1020,26,21,13,15,116,116,116,0,1,8.7,météo favorable
2019-10-31,19,14,23,15,18,16,13.5,85,9.375,1022,73.75,19,14,16,293,353,353,0,1,3.8,météo défavorable
2019-11-01,16,12,10,13,15,16,14.3,94,7.875,1021,87.5,16,15,12,116,266,302,0,1,3.8,météo défavorable
2019-11-02,17,14,9,15,17,15,23.1,87,9.125,1011,83.75,17,15,15,176,353,353,0,1,3.8,météo très défavorable
2019-11-03,13,12,47,13,13,12,4.8,75,8.875,1004,75.875,13,11,9,263,353,353,0,1,5.4,météo défavorable
2019-11-04,18,11,31,13,18,12,7.6,82,9,1004,75.75,18,11,11,296,176,293,0,1,7.1,météo défavorable
2019-11-05,12,8,30,9,11,11,9.8,78,7.875,1005,82.25,12,8,8,176,266,263,0,1,3.8,météo défavorable
2019-11-06,13,7,25,9,12,11,5.9,90,9.875,1012,80.25,13,9,8,353,353,176,0,1,3.8,météo défavorable
2019-11-07,11,7,18,10,11,9,14,81,8,1009,82.75,11,7,7,266,176,296,0,1,3.8,météo défavorable
2019-11-08,8,6,31,6,8,8,19.5,83,8,1012,79,8,6,3,116,266,302,0,1,3.7,météo très défavorable
2019-11-09,12,5,13,5,11,10,3.5,86,9.5,1017,73.375,12,7,5,116,116,176,0,1,5.4,météo très défavorable
2019-11-10,11,6,15,6,10,8,9.6,85,9.25,1016,71.875,11,6,4,176,353,176,0,1,3.7,météo défavorable
2019-11-11,12,5,26,5,10,10,0.2,78,9,1017,49,12,7,5,116,116,122,0,1,5.4,météo très défavorable
2019-11-12,12,6,23,7,11,10,3.8,83,9.25,1017,70.875,12,7,5,116,353,176,0,1,3.7,météo défavorable
2019-11-13,11,7,14,8,9,9,0.6,89,8,1010,70.125,11,7,7,143,266,116,0,1,5.4,météo défavorable
2019-11-14,7,5,14,7,6,6,14.5,88,8.875,1006,85.25,7,4,3,122,302,353,0,1,3.7,météo très défavorable
2019-11-15,9,3,9,3,8,6,6.6,84,9.25,1004,66.5,9,4,3,176,116,176,0,1,5.4,météo très défavorable
2019-11-16,9,2,22,3,9,7,10.6,82,8.25,1011,77.875,9,5,2,176,116,263,0,1,5.4,météo très défavorable
2019-11-17,10,6,13,7,9,9,6,88,9.625,1011,80.875,10,6,5,353,353,119,0,1,3.7,météo défavorable
2019-11-18,8,2,18,6,7,7,7.1,81,7.75,1017,77.375,8,6,3,266,263,116,0,1,7,météo très défavorable
2019-11-19,9,4,10,4,8,8,0.1,77,10,1019,47.125,9,4,3,122,116,116,0,1,7,météo très défavorable
2019-11-20,11,3,21,3,9,8,0,84,10,1016,27,11,4,2,116,116,116,0,1,8.7,météo très défavorable
2019-11-21,12,4,9,4,10,10,0,61,10,1008,38.625,12,3,4,116,119,116,0,1,7,météo très défavorable
2019-11-22,13,5,26,5,11,12,0,81,10,1008,27.875,13,6,4,116,116,116,0,1,8.7,météo correcte
2019-11-23,11,6,48,10,11,9,14.7,83,8.625,1001,78.5,11,8,4,176,116,296,0,1,5.3,météo défavorable
2019-11-24,12,7,17,7,11,10,6,89,9.25,1012,66.25,12,8,5,176,116,176,0,1,5.3,météo défavorable
2019-11-25,13,8,8,8,12,12,1.3,88,9.375,1014,63.5,13,11,9,176,116,176,0,1,7,météo correcte
2019-11-26,15,9,20,9,12,13,0.2,85,9.625,1013,41.25,15,9,7,116,116,116,0,1,8.7,météo correcte
2019-11-27,14,10,17,10,14,12,7.6,86,9.25,1009,71.5,14,10,9,293,176,116,0,1,5.2,météo défavorable
2019-11-28,14,10,26,10,14,12,7.6,85,6.75,1013,77.625,14,10,9,263,176,176,0,1,3.4,météo défavorable
2019-11-29,14,10,20,10,13,12,7.1,89,9.375,1021,70.625,14,10,9,296,176,176,0,1,3.4,météo défavorable
2019-11-30,11,7,17,8,11,11,2.9,84,6.5,1021,57.375,11,8,7,116,116,263,0,1,6.9,météo défavorable
2019-12-01,13,7,6,8,11,10,8.2,88,8.875,1015,57.375,13,8,8,263,119,116,0,1,6.9,météo correcte
2019-12-02,8,5,12,5,7,7,0,91,9,1022,46.125,8,6,3,116,116,119,0,1,6.9,météo très défavorable
2019-12-03,8,1,7,2,7,6,0,82,10,1023,22.75,8,3,2,116,113,116,0,1,8.7,météo très défavorable
2019-12-04,11,4,22,4,10,9,0,85,10,1019,53.25,11,5,4,116,119,116,0,1,5.2,météo très défavorable
2019-12-05,11,6,5,7,11,9,0,64,10,1024,27.75,11,3,8,116,116,116,0,1,8.7,météo défavorable
2019-12-06,12,5,5,5,10,10,0,82,10,1025,13.375,12,6,7,116,116,116,0,1,8.7,météo très défavorable
2019-12-07,12,6,4,6,10,10,0,89,10,1024,46.875,12,8,7,116,122,119,0,1,3.4,météo défavorable
2019-12-08,14,7,15,7,13,13,3,85,9.75,1024,59.5,14,11,8,116,119,119,0,1,6.9,météo correcte
2019-12-09,11,9,40,10,11,10,4.8,77,10,1027,81.375,11,8,6,176,353,353,0,1,3.4,météo défavorable
2019-12-10,9,5,6,5,8,8,0.2,83,10,1030,34.125,9,4,6,116,116,119,0,1,6.9,météo très défavorable
2019-12-11,9,4,24,6,8,8,5.6,82,8,1022,72.625,9,6,4,116,263,299,0,1,5.2,météo très défavorable
2019-12-12,9,5,17,7,8,9,15.7,93,7.375,1017,96.5,9,8,5,266,296,296,0,1,3.4,météo très défavorable
2019-12-13,13,6,50,13,13,12,24.5,87,7.25,1006,97.75,13,11,9,302,302,266,0,1,3.4,météo très défavorable
2019-12-14,14,10,30,13,13,13,8.3,78,9.375,1013,74.25,14,10,10,296,176,116,0,1,5.1,météo défavorable
2019-12-15,14,9,22,9,13,12,0,78,10,1013,13.25,14,9,8,116,116,116,0,1,8.7,météo correcte
2019-12-16,14,9,41,9,13,14,0,81,10,1009,34.5,15,10,8,116,122,116,0,1,6.9,météo correcte
2019-12-17,16,11,28,13,15,13,0.2,80,10,1011,31.5,16,10,11,116,116,116,0,1,8.7,météo correcte
2019-12-18,15,10,22,10,14,13,0.1,91,10,1015,39.125,15,11,9,119,116,116,0,1,8.7,météo correcte
2019-12-19,14,9,32,11,14,13,0,82,10,1015,34.5,14,10,9,116,116,116,0,1,8.7,météo correcte
2019-12-20,13,9,21,12,12,11,3.5,81,7.375,1000,63.25,13,9,9,119,266,116,0,1,5.1,météo correcte
2019-12-21,13,9,28,9,12,12,16.5,84,7.75,1000,62,13,8,8,299,116,263,0,1,6.9,météo très défavorable
2019-12-22,11,9,40,11,11,10,8.7,81,9.375,1012,81.125,11,7,6,296,353,293,0,1,5.1,météo défavorable
2019-12-23,12,8,26,8,11,11,0.7,85,9.75,1025,61.875,12,8,6,176,176,176,0,1,3.4,météo défavorable
2019-12-24,15,10,17,12,14,14,0.1,83,10,1027,66.75,15,11,11,119,176,122,0,1,5.1,météo défavorable
2019-12-25,14,11,7,12,13,13,0,92,9,1027,62.625,14,11,12,122,119,116,0,1,5.1,météo correcte
2019-12-26,12,9,27,9,12,10,0.3,75,10,1031,48.375,12,8,8,116,116,176,0,1,5.1,météo défavorable
2019-12-27,12,6,10,6,10,10,0,91,10,1032,30.125,12,7,6,116,116,116,0,1,8.7,météo défavorable
2019-12-28,13,6,5,7,11,10,0,95,8,1032,28.875,13,8,7,143,116,116,0,1,8.7,météo correcte
2019-12-29,11,5,12,5,9,10,0,87,10,1033,3.75,11,6,3,116,116,113,0,1,8.7,météo très défavorable
2019-12-30,10,4,14,4,9,8,0,87,10,1032,5.875,10,6,2,116,116,113,0,1,8.7,météo très défavorable
2019-12-31,11,5,7,5,11,9,0,87,9,1033,20.375,11,6,6,143,116,116,0,1,8.7,météo très défavorable
